Distrito,Concelho,Freguesia,AreaCode,Party,Percentage,Votes
Aveiro,Anadia,Moita,010307,VP,0.25,3
Aveiro,Anadia,Moita,010307,MAS,0.08,1
Aveiro,Anadia,Moita,010307,MPT,0.08,1
Aveiro,Anadia,Moita,010307,ADN,0.00,0
Aveiro,Anadia,Moita,010307,E,0.00,0
Aveiro,Anadia,Moita,010307,JPP,0.00,0
Aveiro,Anadia,Sangalhos,010309,PPD/PSD,37.11,685
Aveiro,Anadia,Sangalhos,010309,PS,32.07,592
Aveiro,Anadia,Sangalhos,010309,CH,7.58,140
Aveiro,Anadia,Sangalhos,010309,IL,5.53,102
Aveiro,Anadia,Sangalhos,010309,B.E.,4.93,91
Aveiro,Anadia,Sangalhos,010309,CDS-PP,3.25,60
Aveiro,Anadia,Sangalhos,010309,PCP-PEV,2.28,42
Aveiro,Anadia,Sangalhos,010309,PAN,1.19,22
Aveiro,Anadia,Sangalhos,010309,L,1.14,21
Aveiro,Anadia,Sangalhos,010309,PCTP/MRPP,0.65,12
Aveiro,Anadia,Sangalhos,010309,R.I.R.,0.38,7
Aveiro,Anadia,Sangalhos,010309,ADN,0.22,4
Aveiro,Anadia,Sangalhos,010309,MPT,0.22,4
Aveiro,Anadia,Sangalhos,010309,JPP,0.16,3
Aveiro,Anadia,Sangalhos,010309,MAS,0.16,3
Aveiro,Anadia,Sangalhos,010309,E,0.11,2
Aveiro,Anadia,Sangalhos,010309,VP,0.11,2
Aveiro,Anadia,São Lourenço do Bairro,010310,PPD/PSD,42.36,491
Aveiro,Anadia,São Lourenço do Bairro,010310,PS,33.05,383
Aveiro,Anadia,São Lourenço do Bairro,010310,CH,7.68,89
Aveiro,Anadia,São Lourenço do Bairro,010310,IL,4.06,47
Aveiro,Anadia,São Lourenço do Bairro,010310,B.E.,3.80,44
Aveiro,Anadia,São Lourenço do Bairro,010310,CDS-PP,1.81,21
Aveiro,Anadia,São Lourenço do Bairro,010310,PCP-PEV,1.21,14
Aveiro,Anadia,São Lourenço do Bairro,010310,PAN,0.86,10
Aveiro,Anadia,São Lourenço do Bairro,010310,MPT,0.43,5
Aveiro,Anadia,São Lourenço do Bairro,010310,L,0.35,4
Aveiro,Anadia,São Lourenço do Bairro,010310,PCTP/MRPP,0.35,4
Aveiro,Anadia,São Lourenço do Bairro,010310,R.I.R.,0.35,4
Aveiro,Anadia,São Lourenço do Bairro,010310,ADN,0.26,3
Aveiro,Anadia,São Lourenço do Bairro,010310,MAS,0.26,3
Aveiro,Anadia,São Lourenço do Bairro,010310,E,0.17,2
Aveiro,Anadia,São Lourenço do Bairro,010310,VP,0.17,2
Aveiro,Anadia,São Lourenço do Bairro,010310,JPP,0.00,0
Aveiro,Anadia,Vila Nova de Monsarros,010312,PS,43.35,329
Aveiro,Anadia,Vila Nova de Monsarros,010312,PPD/PSD,36.36,276
Aveiro,Anadia,Vila Nova de Monsarros,010312,IL,5.80,44
Aveiro,Anadia,Vila Nova de Monsarros,010312,B.E.,3.43,26
Aveiro,Anadia,Vila Nova de Monsarros,010312,CH,3.29,25
Aveiro,Anadia,Vila Nova de Monsarros,010312,CDS-PP,1.32,10
Aveiro,Anadia,Vila Nova de Monsarros,010312,PAN,1.19,9
Aveiro,Anadia,Vila Nova de Monsarros,010312,R.I.R.,0.79,6
Aveiro,Anadia,Vila Nova de Monsarros,010312,PCP-PEV,0.53,4
Aveiro,Anadia,Vila Nova de Monsarros,010312,L,0.26,2
Aveiro,Anadia,Vila Nova de Monsarros,010312,PCTP/MRPP,0.26,2
Aveiro,Anadia,Vila Nova de Monsarros,010312,ADN,0.13,1
Aveiro,Anadia,Vila Nova de Monsarros,010312,MAS,0.13,1
Aveiro,Anadia,Vila Nova de Monsarros,010312,MPT,0.13,1
Aveiro,Anadia,Vila Nova de Monsarros,010312,VP,0.13,1
Aveiro,Anadia,Vila Nova de Monsarros,010312,E,0.00,0
Aveiro,Anadia,Vila Nova de Monsarros,010312,JPP,0.00,0
Aveiro,Anadia,Vilarinho do Bairro,010313,PPD/PSD,55.07,749
Aveiro,Anadia,Vilarinho do Bairro,010313,PS,22.72,309
Aveiro,Anadia,Vilarinho do Bairro,010313,CH,8.09,110
Aveiro,Anadia,Vilarinho do Bairro,010313,IL,3.53,48
Aveiro,Anadia,Vilarinho do Bairro,010313,CDS-PP,3.24,44
Aveiro,Anadia,Vilarinho do Bairro,010313,B.E.,2.43,33
Aveiro,Anadia,Vilarinho do Bairro,010313,PAN,0.74,10
Aveiro,Anadia,Vilarinho do Bairro,010313,L,0.44,6
Aveiro,Anadia,Vilarinho do Bairro,010313,PCTP/MRPP,0.44,6
Aveiro,Anadia,Vilarinho do Bairro,010313,R.I.R.,0.44,6
Aveiro,Anadia,Vilarinho do Bairro,010313,JPP,0.22,3
Aveiro,Anadia,Vilarinho do Bairro,010313,MPT,0.15,2
Aveiro,Anadia,Vilarinho do Bairro,010313,PCP-PEV,0.15,2
Aveiro,Anadia,Vilarinho do Bairro,010313,VP,0.07,1
Aveiro,Anadia,Vilarinho do Bairro,010313,ADN,0.00,0
Aveiro,Anadia,Vilarinho do Bairro,010313,E,0.00,0
Aveiro,Anadia,Vilarinho do Bairro,010313,MAS,0.00,0
Aveiro,Anadia,"União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",010316,PPD/PSD,45.09,629
Aveiro,Anadia,"União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",010316,PS,29.89,417
Aveiro,Anadia,"União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",010316,CH,8.10,113
Aveiro,Anadia,"União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",010316,CDS-PP,4.01,56
Aveiro,Anadia,"União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",010316,B.E.,3.23,45
Aveiro,Anadia,"União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",010316,IL,2.94,41
Aveiro,Anadia,"União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",010316,PAN,0.93,13
Aveiro,Anadia,"União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",010316,PCP-PEV,0.72,10
Aveiro,Anadia,"União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",010316,ADN,0.43,6
Aveiro,Anadia,"União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",010316,R.I.R.,0.36,5
Aveiro,Anadia,"União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",010316,MPT,0.14,2
Aveiro,Anadia,"União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",010316,PCTP/MRPP,0.14,2
Aveiro,Anadia,"União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",010316,VP,0.14,2
