Distrito,Concelho,Freguesia,AreaCode,Party,Percentage,Votes
Aveiro,Anadia,"União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",010316,E,0.07,1
Aveiro,Anadia,"União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",010316,JPP,0.07,1
Aveiro,Anadia,"União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",010316,L,0.07,1
Aveiro,Anadia,"União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",010316,MAS,0.00,0
Aveiro,Anadia,União das freguesias de Arcos e Mogofores,010317,PS,36.37,1141
Aveiro,Anadia,União das freguesias de Arcos e Mogofores,010317,PPD/PSD,34.81,1092
Aveiro,Anadia,União das freguesias de Arcos e Mogofores,010317,IL,6.38,200
Aveiro,Anadia,União das freguesias de Arcos e Mogofores,010317,CH,6.06,190
Aveiro,Anadia,União das freguesias de Arcos e Mogofores,010317,B.E.,4.75,149
Aveiro,Anadia,União das freguesias de Arcos e Mogofores,010317,CDS-PP,3.03,95
Aveiro,Anadia,União das freguesias de Arcos e Mogofores,010317,PCP-PEV,2.30,72
Aveiro,Anadia,União das freguesias de Arcos e Mogofores,010317,PAN,1.88,59
Aveiro,Anadia,União das freguesias de Arcos e Mogofores,010317,L,0.73,23
Aveiro,Anadia,União das freguesias de Arcos e Mogofores,010317,PCTP/MRPP,0.61,19
Aveiro,Anadia,União das freguesias de Arcos e Mogofores,010317,R.I.R.,0.35,11
Aveiro,Anadia,União das freguesias de Arcos e Mogofores,010317,ADN,0.32,10
Aveiro,Anadia,União das freguesias de Arcos e Mogofores,010317,JPP,0.10,3
Aveiro,Anadia,União das freguesias de Arcos e Mogofores,010317,MPT,0.10,3
Aveiro,Anadia,União das freguesias de Arcos e Mogofores,010317,VP,0.06,2
Aveiro,Anadia,União das freguesias de Arcos e Mogofores,010317,MAS,0.03,1
Aveiro,Anadia,União das freguesias de Arcos e Mogofores,010317,E,0.00,0
Aveiro,Anadia,"União das freguesias de Tamengos, Aguim e Óis do Bairro",010318,PS,39.42,663
Aveiro,Anadia,"União das freguesias de Tamengos, Aguim e Óis do Bairro",010318,PPD/PSD,38.53,648
Aveiro,Anadia,"União das freguesias de Tamengos, Aguim e Óis do Bairro",010318,CH,6.12,103
Aveiro,Anadia,"União das freguesias de Tamengos, Aguim e Óis do Bairro",010318,IL,4.58,77
Aveiro,Anadia,"União das freguesias de Tamengos, Aguim e Óis do Bairro",010318,B.E.,3.21,54
Aveiro,Anadia,"União das freguesias de Tamengos, Aguim e Óis do Bairro",010318,CDS-PP,1.61,27
Aveiro,Anadia,"União das freguesias de Tamengos, Aguim e Óis do Bairro",010318,PCP-PEV,1.31,22
Aveiro,Anadia,"União das freguesias de Tamengos, Aguim e Óis do Bairro",010318,PAN,1.19,20
Aveiro,Anadia,"União das freguesias de Tamengos, Aguim e Óis do Bairro",010318,L,1.07,18
Aveiro,Anadia,"União das freguesias de Tamengos, Aguim e Óis do Bairro",010318,R.I.R.,0.30,5
Aveiro,Anadia,"União das freguesias de Tamengos, Aguim e Óis do Bairro",010318,JPP,0.12,2
Aveiro,Anadia,"União das freguesias de Tamengos, Aguim e Óis do Bairro",010318,MAS,0.12,2
Aveiro,Anadia,"União das freguesias de Tamengos, Aguim e Óis do Bairro",010318,PCTP/MRPP,0.12,2
Aveiro,Anadia,"União das freguesias de Tamengos, Aguim e Óis do Bairro",010318,ADN,0.06,1
Aveiro,Anadia,"União das freguesias de Tamengos, Aguim e Óis do Bairro",010318,MPT,0.06,1
Aveiro,Anadia,"União das freguesias de Tamengos, Aguim e Óis do Bairro",010318,E,0.00,0
Aveiro,Anadia,"União das freguesias de Tamengos, Aguim e Óis do Bairro",010318,VP,0.00,0
Aveiro,Arouca,Alvarenga,010402,PPD/PSD,52.47,297
Aveiro,Arouca,Alvarenga,010402,PS,33.04,187
Aveiro,Arouca,Alvarenga,010402,CDS-PP,4.06,23
Aveiro,Arouca,Alvarenga,010402,CH,3.71,21
Aveiro,Arouca,Alvarenga,010402,B.E.,1.77,10
Aveiro,Arouca,Alvarenga,010402,IL,0.71,4
Aveiro,Arouca,Alvarenga,010402,PCP-PEV,0.71,4
Aveiro,Arouca,Alvarenga,010402,PCTP/MRPP,0.53,3
Aveiro,Arouca,Alvarenga,010402,MAS,0.35,2
Aveiro,Arouca,Alvarenga,010402,R.I.R.,0.35,2
Aveiro,Arouca,Alvarenga,010402,E,0.18,1
Aveiro,Arouca,Alvarenga,010402,L,0.18,1
Aveiro,Arouca,Alvarenga,010402,PAN,0.18,1
Aveiro,Arouca,Alvarenga,010402,VP,0.18,1
Aveiro,Arouca,Alvarenga,010402,ADN,0.00,0
Aveiro,Arouca,Alvarenga,010402,JPP,0.00,0
Aveiro,Arouca,Alvarenga,010402,MPT,0.00,0
Aveiro,Arouca,Chave,010407,PPD/PSD,43.85,342
Aveiro,Arouca,Chave,010407,PS,33.97,265
Aveiro,Arouca,Chave,010407,CH,7.69,60
Aveiro,Arouca,Chave,010407,B.E.,4.23,33
Aveiro,Arouca,Chave,010407,CDS-PP,2.44,19
Aveiro,Arouca,Chave,010407,IL,1.79,14
Aveiro,Arouca,Chave,010407,R.I.R.,1.41,11
Aveiro,Arouca,Chave,010407,L,0.77,6
Aveiro,Arouca,Chave,010407,PAN,0.77,6
Aveiro,Arouca,Chave,010407,PCP-PEV,0.51,4
Aveiro,Arouca,Chave,010407,E,0.26,2
Aveiro,Arouca,Chave,010407,MPT,0.26,2
Aveiro,Arouca,Chave,010407,PCTP/MRPP,0.26,2
Aveiro,Arouca,Chave,010407,ADN,0.13,1
Aveiro,Arouca,Chave,010407,JPP,0.13,1
Aveiro,Arouca,Chave,010407,MAS,0.13,1
Aveiro,Arouca,Chave,010407,VP,0.00,0
Aveiro,Arouca,Escariz,010409,PPD/PSD,41.73,497
Aveiro,Arouca,Escariz,010409,PS,36.36,433
Aveiro,Arouca,Escariz,010409,CH,5.71,68
Aveiro,Arouca,Escariz,010409,CDS-PP,3.78,45
Aveiro,Arouca,Escariz,010409,IL,3.53,42
Aveiro,Arouca,Escariz,010409,B.E.,3.02,36
Aveiro,Arouca,Escariz,010409,R.I.R.,0.92,11
Aveiro,Arouca,Escariz,010409,PAN,0.67,8
Aveiro,Arouca,Escariz,010409,PCP-PEV,0.59,7
Aveiro,Arouca,Escariz,010409,L,0.42,5
Aveiro,Arouca,Escariz,010409,PCTP/MRPP,0.34,4
Aveiro,Arouca,Escariz,010409,MAS,0.17,2
Aveiro,Arouca,Escariz,010409,ADN,0.08,1
Aveiro,Arouca,Escariz,010409,E,0.00,0
Aveiro,Arouca,Escariz,010409,JPP,0.00,0
Aveiro,Arouca,Escariz,010409,MPT,0.00,0
Aveiro,Arouca,Escariz,010409,VP,0.00,0
Aveiro,Arouca,Fermedo,010411,PPD/PSD,46.70,333
Aveiro,Arouca,Fermedo,010411,PS,36.61,261
Aveiro,Arouca,Fermedo,010411,CH,3.79,27
Aveiro,Arouca,Fermedo,010411,B.E.,2.95,21
Aveiro,Arouca,Fermedo,010411,CDS-PP,2.81,20
Aveiro,Arouca,Fermedo,010411,IL,2.38,17
Aveiro,Arouca,Fermedo,010411,R.I.R.,0.98,7
Aveiro,Arouca,Fermedo,010411,PCP-PEV,0.84,6
Aveiro,Arouca,Fermedo,010411,PAN,0.56,4
Aveiro,Arouca,Fermedo,010411,PCTP/MRPP,0.28,2
Aveiro,Arouca,Fermedo,010411,L,0.14,1
Aveiro,Arouca,Fermedo,010411,MPT,0.14,1
Aveiro,Arouca,Fermedo,010411,VP,0.14,1
Aveiro,Arouca,Fermedo,010411,ADN,0.00,0
Aveiro,Arouca,Fermedo,010411,E,0.00,0
Aveiro,Arouca,Fermedo,010411,JPP,0.00,0
Aveiro,Arouca,Fermedo,010411,MAS,0.00,0
Aveiro,Arouca,Mansores,010413,PPD/PSD,50.63,321
Aveiro,Arouca,Mansores,010413,PS,30.91,196
Aveiro,Arouca,Mansores,010413,CH,5.21,33
Aveiro,Arouca,Mansores,010413,CDS-PP,3.79,24
Aveiro,Arouca,Mansores,010413,IL,3.31,21
Aveiro,Arouca,Mansores,010413,B.E.,2.21,14
Aveiro,Arouca,Mansores,010413,PAN,0.63,4
Aveiro,Arouca,Mansores,010413,R.I.R.,0.63,4
Aveiro,Arouca,Mansores,010413,L,0.47,3
Aveiro,Arouca,Mansores,010413,PCTP/MRPP,0.47,3
Aveiro,Arouca,Mansores,010413,ADN,0.16,1
Aveiro,Arouca,Mansores,010413,PCP-PEV,0.16,1
Aveiro,Arouca,Mansores,010413,E,0.00,0
Aveiro,Arouca,Mansores,010413,JPP,0.00,0
Aveiro,Arouca,Mansores,010413,MAS,0.00,0
Aveiro,Arouca,Mansores,010413,MPT,0.00,0
Aveiro,Arouca,Mansores,010413,VP,0.00,0
Aveiro,Arouca,Moldes,010414,PS,45.12,305
Aveiro,Arouca,Moldes,010414,PPD/PSD,40.09,271
Aveiro,Arouca,Moldes,010414,CDS-PP,2.22,15
Aveiro,Arouca,Moldes,010414,IL,2.22,15
Aveiro,Arouca,Moldes,010414,B.E.,2.07,14
Aveiro,Arouca,Moldes,010414,CH,1.92,13
Aveiro,Arouca,Moldes,010414,PCP-PEV,1.78,12
Aveiro,Arouca,Moldes,010414,R.I.R.,1.18,8
Aveiro,Arouca,Moldes,010414,L,0.59,4
Aveiro,Arouca,Moldes,010414,PCTP/MRPP,0.30,2
Aveiro,Arouca,Moldes,010414,PAN,0.15,1
Aveiro,Arouca,Moldes,010414,ADN,0.00,0
Aveiro,Arouca,Moldes,010414,E,0.00,0
Aveiro,Arouca,Moldes,010414,JPP,0.00,0
Aveiro,Arouca,Moldes,010414,MAS,0.00,0
Aveiro,Arouca,Moldes,010414,MPT,0.00,0
Aveiro,Arouca,Moldes,010414,VP,0.00,0
Aveiro,Arouca,Rossas,010415,PPD/PSD,45.95,374
Aveiro,Arouca,Rossas,010415,PS,33.54,273
Aveiro,Arouca,Rossas,010415,CH,5.41,44
Aveiro,Arouca,Rossas,010415,CDS-PP,2.95,24
Aveiro,Arouca,Rossas,010415,B.E.,2.46,20
Aveiro,Arouca,Rossas,010415,IL,2.33,19
Aveiro,Arouca,Rossas,010415,PCP-PEV,1.47,12
Aveiro,Arouca,Rossas,010415,R.I.R.,1.11,9
Aveiro,Arouca,Rossas,010415,PCTP/MRPP,0.61,5
Aveiro,Arouca,Rossas,010415,PAN,0.37,3
Aveiro,Arouca,Rossas,010415,L,0.25,2
Aveiro,Arouca,Rossas,010415,ADN,0.12,1
Aveiro,Arouca,Rossas,010415,E,0.12,1
Aveiro,Arouca,Rossas,010415,JPP,0.12,1
Aveiro,Arouca,Rossas,010415,MAS,0.12,1
Aveiro,Arouca,Rossas,010415,MPT,0.12,1
Aveiro,Arouca,Rossas,010415,VP,0.00,0
Aveiro,Arouca,Santa Eulália,010416,PPD/PSD,42.90,535
Aveiro,Arouca,Santa Eulália,010416,PS,38.57,481
Aveiro,Arouca,Santa Eulália,010416,CH,4.73,59
Aveiro,Arouca,Santa Eulália,010416,CDS-PP,3.05,38
Aveiro,Arouca,Santa Eulália,010416,IL,2.49,31
Aveiro,Arouca,Santa Eulália,010416,B.E.,1.76,22
Aveiro,Arouca,Santa Eulália,010416,PCP-PEV,1.44,18
Aveiro,Arouca,Santa Eulália,010416,PAN,0.56,7
Aveiro,Arouca,Santa Eulália,010416,PCTP/MRPP,0.40,5
Aveiro,Arouca,Santa Eulália,010416,L,0.24,3
Aveiro,Arouca,Santa Eulália,010416,R.I.R.,0.16,2
Aveiro,Arouca,Santa Eulália,010416,ADN,0.08,1
Aveiro,Arouca,Santa Eulália,010416,JPP,0.08,1
Aveiro,Arouca,Santa Eulália,010416,MAS,0.08,1
Aveiro,Arouca,Santa Eulália,010416,VP,0.08,1
Aveiro,Arouca,Santa Eulália,010416,E,0.00,0
Aveiro,Arouca,Santa Eulália,010416,MPT,0.00,0
Aveiro,Arouca,São Miguel do Mato,010417,PPD/PSD,46.76,159
Aveiro,Arouca,São Miguel do Mato,010417,PS,40.00,136
Aveiro,Arouca,São Miguel do Mato,010417,CDS-PP,2.65,9
Aveiro,Arouca,São Miguel do Mato,010417,CH,2.06,7
Aveiro,Arouca,São Miguel do Mato,010417,B.E.,1.76,6
Aveiro,Arouca,São Miguel do Mato,010417,PCP-PEV,1.47,5
Aveiro,Arouca,São Miguel do Mato,010417,IL,0.59,2
Aveiro,Arouca,São Miguel do Mato,010417,PCTP/MRPP,0.59,2
Aveiro,Arouca,São Miguel do Mato,010417,ADN,0.29,1
Aveiro,Arouca,São Miguel do Mato,010417,PAN,0.29,1
Aveiro,Arouca,São Miguel do Mato,010417,R.I.R.,0.29,1
Aveiro,Arouca,São Miguel do Mato,010417,VP,0.29,1
Aveiro,Arouca,São Miguel do Mato,010417,E,0.00,0
Aveiro,Arouca,São Miguel do Mato,010417,JPP,0.00,0
Aveiro,Arouca,São Miguel do Mato,010417,L,0.00,0
Aveiro,Arouca,São Miguel do Mato,010417,MAS,0.00,0
Aveiro,Arouca,São Miguel do Mato,010417,MPT,0.00,0
Aveiro,Arouca,Tropeço,010418,PPD/PSD,42.72,264
Aveiro,Arouca,Tropeço,010418,PS,35.44,219
Aveiro,Arouca,Tropeço,010418,CH,6.63,41
Aveiro,Arouca,Tropeço,010418,CDS-PP,3.24,20
Aveiro,Arouca,Tropeço,010418,IL,3.24,20
Aveiro,Arouca,Tropeço,010418,B.E.,2.10,13
Aveiro,Arouca,Tropeço,010418,PAN,0.81,5
Aveiro,Arouca,Tropeço,010418,R.I.R.,0.81,5
Aveiro,Arouca,Tropeço,010418,E,0.65,4
Aveiro,Arouca,Tropeço,010418,L,0.65,4
Aveiro,Arouca,Tropeço,010418,PCP-PEV,0.65,4
Aveiro,Arouca,Tropeço,010418,MAS,0.32,2
Aveiro,Arouca,Tropeço,010418,PCTP/MRPP,0.32,2
Aveiro,Arouca,Tropeço,010418,MPT,0.16,1
Aveiro,Arouca,Tropeço,010418,ADN,0.00,0
Aveiro,Arouca,Tropeço,010418,JPP,0.00,0
Aveiro,Arouca,Tropeço,010418,VP,0.00,0
Aveiro,Arouca,Urrô,010419,PPD/PSD,50.37,270
Aveiro,Arouca,Urrô,010419,PS,32.28,173
Aveiro,Arouca,Urrô,010419,CH,4.29,23
Aveiro,Arouca,Urrô,010419,CDS-PP,3.36,18
Aveiro,Arouca,Urrô,010419,IL,2.99,16
Aveiro,Arouca,Urrô,010419,B.E.,2.61,14
Aveiro,Arouca,Urrô,010419,PCTP/MRPP,0.93,5
Aveiro,Arouca,Urrô,010419,ADN,0.56,3
Aveiro,Arouca,Urrô,010419,PAN,0.37,2
Aveiro,Arouca,Urrô,010419,PCP-PEV,0.37,2
Aveiro,Arouca,Urrô,010419,L,0.19,1
Aveiro,Arouca,Urrô,010419,R.I.R.,0.19,1
Aveiro,Arouca,Urrô,010419,E,0.00,0
Aveiro,Arouca,Urrô,010419,JPP,0.00,0
Aveiro,Arouca,Urrô,010419,MAS,0.00,0
Aveiro,Arouca,Urrô,010419,MPT,0.00,0
Aveiro,Arouca,Urrô,010419,VP,0.00,0
Aveiro,Arouca,Várzea,010420,PPD/PSD,45.57,139
Aveiro,Arouca,Várzea,010420,PS,35.41,108
Aveiro,Arouca,Várzea,010420,CH,5.25,16
Aveiro,Arouca,Várzea,010420,IL,2.62,8
Aveiro,Arouca,Várzea,010420,CDS-PP,2.30,7
Aveiro,Arouca,Várzea,010420,B.E.,1.64,5
Aveiro,Arouca,Várzea,010420,PCP-PEV,1.64,5
Aveiro,Arouca,Várzea,010420,R.I.R.,1.31,4
Aveiro,Arouca,Várzea,010420,PCTP/MRPP,0.66,2
Aveiro,Arouca,Várzea,010420,L,0.33,1
Aveiro,Arouca,Várzea,010420,PAN,0.33,1
Aveiro,Arouca,Várzea,010420,ADN,0.00,0
Aveiro,Arouca,Várzea,010420,E,0.00,0
Aveiro,Arouca,Várzea,010420,JPP,0.00,0
Aveiro,Arouca,Várzea,010420,MAS,0.00,0
Aveiro,Arouca,Várzea,010420,MPT,0.00,0
Aveiro,Arouca,Várzea,010420,VP,0.00,0
Aveiro,Arouca,União das freguesias de Arouca e Burgo,010421,PPD/PSD,41.46,1177
Aveiro,Arouca,União das freguesias de Arouca e Burgo,010421,PS,38.18,1084
Aveiro,Arouca,União das freguesias de Arouca e Burgo,010421,CH,4.68,133
Aveiro,Arouca,União das freguesias de Arouca e Burgo,010421,B.E.,3.24,92
Aveiro,Arouca,União das freguesias de Arouca e Burgo,010421,IL,3.21,91
Aveiro,Arouca,União das freguesias de Arouca e Burgo,010421,CDS-PP,2.22,63
Aveiro,Arouca,União das freguesias de Arouca e Burgo,010421,PCP-PEV,1.44,41
Aveiro,Arouca,União das freguesias de Arouca e Burgo,010421,PAN,1.06,30
Aveiro,Arouca,União das freguesias de Arouca e Burgo,010421,L,0.74,21
Aveiro,Arouca,União das freguesias de Arouca e Burgo,010421,R.I.R.,0.67,19
Aveiro,Arouca,União das freguesias de Arouca e Burgo,010421,PCTP/MRPP,0.21,6
Aveiro,Arouca,União das freguesias de Arouca e Burgo,010421,ADN,0.14,4
Aveiro,Arouca,União das freguesias de Arouca e Burgo,010421,MAS,0.11,3
Aveiro,Arouca,União das freguesias de Arouca e Burgo,010421,MPT,0.11,3
Aveiro,Arouca,União das freguesias de Arouca e Burgo,010421,VP,0.07,2
Aveiro,Arouca,União das freguesias de Arouca e Burgo,010421,E,0.04,1
Aveiro,Arouca,União das freguesias de Arouca e Burgo,010421,JPP,0.00,0
Aveiro,Arouca,União das freguesias de Cabreiros e Albergaria da Serra,010422,PS,61.68,66
Aveiro,Arouca,União das freguesias de Cabreiros e Albergaria da Serra,010422,PPD/PSD,31.78,34
Aveiro,Arouca,União das freguesias de Cabreiros e Albergaria da Serra,010422,B.E.,0.93,1
Aveiro,Arouca,União das freguesias de Cabreiros e Albergaria da Serra,010422,CDS-PP,0.93,1
Aveiro,Arouca,União das freguesias de Cabreiros e Albergaria da Serra,010422,CH,0.93,1
Aveiro,Arouca,União das freguesias de Cabreiros e Albergaria da Serra,010422,R.I.R.,0.93,1
Aveiro,Arouca,União das freguesias de Cabreiros e Albergaria da Serra,010422,ADN,0.00,0
Aveiro,Arouca,União das freguesias de Cabreiros e Albergaria da Serra,010422,E,0.00,0
Aveiro,Arouca,União das freguesias de Cabreiros e Albergaria da Serra,010422,IL,0.00,0
Aveiro,Arouca,União das freguesias de Cabreiros e Albergaria da Serra,010422,JPP,0.00,0
Aveiro,Arouca,União das freguesias de Cabreiros e Albergaria da Serra,010422,L,0.00,0
Aveiro,Arouca,União das freguesias de Cabreiros e Albergaria da Serra,010422,MAS,0.00,0
Aveiro,Arouca,União das freguesias de Cabreiros e Albergaria da Serra,010422,MPT,0.00,0
Aveiro,Arouca,União das freguesias de Cabreiros e Albergaria da Serra,010422,PAN,0.00,0
Aveiro,Arouca,União das freguesias de Cabreiros e Albergaria da Serra,010422,PCP-PEV,0.00,0
Aveiro,Arouca,União das freguesias de Cabreiros e Albergaria da Serra,010422,PCTP/MRPP,0.00,0
Aveiro,Arouca,União das freguesias de Cabreiros e Albergaria da Serra,010422,VP,0.00,0
Aveiro,Arouca,União das freguesias de Canelas e Espiunca,010423,PPD/PSD,46.75,259
Aveiro,Arouca,União das freguesias de Canelas e Espiunca,010423,PS,30.32,168
Aveiro,Arouca,União das freguesias de Canelas e Espiunca,010423,CH,4.51,25
Aveiro,Arouca,União das freguesias de Canelas e Espiunca,010423,CDS-PP,4.15,23
Aveiro,Arouca,União das freguesias de Canelas e Espiunca,010423,B.E.,3.07,17
Aveiro,Arouca,União das freguesias de Canelas e Espiunca,010423,IL,2.71,15
Aveiro,Arouca,União das freguesias de Canelas e Espiunca,010423,R.I.R.,2.35,13
Aveiro,Arouca,União das freguesias de Canelas e Espiunca,010423,PAN,1.08,6
Aveiro,Arouca,União das freguesias de Canelas e Espiunca,010423,PCP-PEV,0.90,5
Aveiro,Arouca,União das freguesias de Canelas e Espiunca,010423,PCTP/MRPP,0.54,3
Aveiro,Arouca,União das freguesias de Canelas e Espiunca,010423,E,0.36,2
Aveiro,Arouca,União das freguesias de Canelas e Espiunca,010423,L,0.18,1
Aveiro,Arouca,União das freguesias de Canelas e Espiunca,010423,VP,0.18,1
Aveiro,Arouca,União das freguesias de Canelas e Espiunca,010423,ADN,0.00,0
Aveiro,Arouca,União das freguesias de Canelas e Espiunca,010423,JPP,0.00,0
Aveiro,Arouca,União das freguesias de Canelas e Espiunca,010423,MAS,0.00,0
Aveiro,Arouca,União das freguesias de Canelas e Espiunca,010423,MPT,0.00,0
Aveiro,Arouca,União das freguesias de Covelo de Paivó e Janarde,010424,PPD/PSD,47.52,48
Aveiro,Arouca,União das freguesias de Covelo de Paivó e Janarde,010424,PS,40.59,41
Aveiro,Arouca,União das freguesias de Covelo de Paivó e Janarde,010424,CDS-PP,2.97,3
Aveiro,Arouca,União das freguesias de Covelo de Paivó e Janarde,010424,B.E.,0.99,1
Aveiro,Arouca,União das freguesias de Covelo de Paivó e Janarde,010424,CH,0.99,1
Aveiro,Arouca,União das freguesias de Covelo de Paivó e Janarde,010424,IL,0.99,1
Aveiro,Arouca,União das freguesias de Covelo de Paivó e Janarde,010424,L,0.99,1
Aveiro,Arouca,União das freguesias de Covelo de Paivó e Janarde,010424,R.I.R.,0.99,1
Aveiro,Arouca,União das freguesias de Covelo de Paivó e Janarde,010424,VP,0.99,1
Aveiro,Arouca,União das freguesias de Covelo de Paivó e Janarde,010424,ADN,0.00,0
Aveiro,Arouca,União das freguesias de Covelo de Paivó e Janarde,010424,E,0.00,0
Aveiro,Arouca,União das freguesias de Covelo de Paivó e Janarde,010424,JPP,0.00,0
Aveiro,Arouca,União das freguesias de Covelo de Paivó e Janarde,010424,MAS,0.00,0
Aveiro,Arouca,União das freguesias de Covelo de Paivó e Janarde,010424,MPT,0.00,0
Aveiro,Arouca,União das freguesias de Covelo de Paivó e Janarde,010424,PAN,0.00,0
Aveiro,Arouca,União das freguesias de Covelo de Paivó e Janarde,010424,PCP-PEV,0.00,0
Aveiro,Arouca,União das freguesias de Covelo de Paivó e Janarde,010424,PCTP/MRPP,0.00,0
Aveiro,Aveiro,Aradas,010501,PPD/PSD,37.16,1783
Aveiro,Aveiro,Aradas,010501,PS,33.45,1605
Aveiro,Aveiro,Aradas,010501,IL,7.54,362
Aveiro,Aveiro,Aradas,010501,CH,5.92,284
Aveiro,Aveiro,Aradas,010501,B.E.,5.65,271
Aveiro,Aveiro,Aradas,010501,CDS-PP,2.33,112
Aveiro,Aveiro,Aradas,010501,PAN,1.73,83
Aveiro,Aveiro,Aradas,010501,PCP-PEV,1.65,79
Aveiro,Aveiro,Aradas,010501,L,1.35,65
Aveiro,Aveiro,Aradas,010501,PCTP/MRPP,0.35,17
Aveiro,Aveiro,Aradas,010501,R.I.R.,0.21,10
Aveiro,Aveiro,Aradas,010501,ADN,0.17,8
Aveiro,Aveiro,Aradas,010501,MPT,0.17,8
Aveiro,Aveiro,Aradas,010501,MAS,0.10,5
Aveiro,Aveiro,Aradas,010501,VP,0.08,4
Aveiro,Aveiro,Aradas,010501,JPP,0.06,3
Aveiro,Aveiro,Aradas,010501,E,0.02,1
Aveiro,Aveiro,Cacia,010502,PS,42.29,1437
Aveiro,Aveiro,Cacia,010502,PPD/PSD,28.40,965
Aveiro,Aveiro,Cacia,010502,CH,7.62,259
Aveiro,Aveiro,Cacia,010502,B.E.,6.86,233
Aveiro,Aveiro,Cacia,010502,IL,3.97,135
Aveiro,Aveiro,Cacia,010502,PCP-PEV,2.21,75
Aveiro,Aveiro,Cacia,010502,CDS-PP,1.71,58
Aveiro,Aveiro,Cacia,010502,PAN,1.71,58
Aveiro,Aveiro,Cacia,010502,L,1.12,38
Aveiro,Aveiro,Cacia,010502,PCTP/MRPP,0.41,14
Aveiro,Aveiro,Cacia,010502,R.I.R.,0.29,10
Aveiro,Aveiro,Cacia,010502,ADN,0.12,4
Aveiro,Aveiro,Cacia,010502,VP,0.12,4
Aveiro,Aveiro,Cacia,010502,MAS,0.09,3
Aveiro,Aveiro,Cacia,010502,E,0.06,2
Aveiro,Aveiro,Cacia,010502,MPT,0.06,2
Aveiro,Aveiro,Cacia,010502,JPP,0.03,1
Aveiro,Aveiro,Esgueira,010505,PS,39.44,2656
Aveiro,Aveiro,Esgueira,010505,PPD/PSD,28.62,1927
Aveiro,Aveiro,Esgueira,010505,CH,7.02,473
Aveiro,Aveiro,Esgueira,010505,B.E.,6.96,469
Aveiro,Aveiro,Esgueira,010505,IL,6.01,405
Aveiro,Aveiro,Esgueira,010505,PCP-PEV,2.45,165
Aveiro,Aveiro,Esgueira,010505,CDS-PP,2.05,138
Aveiro,Aveiro,Esgueira,010505,PAN,1.98,133
Aveiro,Aveiro,Esgueira,010505,L,1.53,103
Aveiro,Aveiro,Esgueira,010505,R.I.R.,0.45,30
Aveiro,Aveiro,Esgueira,010505,PCTP/MRPP,0.39,26
Aveiro,Aveiro,Esgueira,010505,ADN,0.33,22
Aveiro,Aveiro,Esgueira,010505,MPT,0.15,10
Aveiro,Aveiro,Esgueira,010505,E,0.13,9
Aveiro,Aveiro,Esgueira,010505,VP,0.10,7
Aveiro,Aveiro,Esgueira,010505,MAS,0.09,6
Aveiro,Aveiro,Esgueira,010505,JPP,0.07,5
Aveiro,Aveiro,Oliveirinha,010508,PPD/PSD,40.02,924
Aveiro,Aveiro,Oliveirinha,010508,PS,31.23,721
Aveiro,Aveiro,Oliveirinha,010508,CH,8.92,206
Aveiro,Aveiro,Oliveirinha,010508,IL,5.11,118
Aveiro,Aveiro,Oliveirinha,010508,B.E.,5.02,116
Aveiro,Aveiro,Oliveirinha,010508,CDS-PP,2.43,56
Aveiro,Aveiro,Oliveirinha,010508,PCP-PEV,1.08,25
Aveiro,Aveiro,Oliveirinha,010508,L,1.00,23
Aveiro,Aveiro,Oliveirinha,010508,PAN,0.87,20
Aveiro,Aveiro,Oliveirinha,010508,R.I.R.,0.43,10
Aveiro,Aveiro,Oliveirinha,010508,PCTP/MRPP,0.26,6
Aveiro,Aveiro,Oliveirinha,010508,JPP,0.17,4
Aveiro,Aveiro,Oliveirinha,010508,VP,0.13,3
Aveiro,Aveiro,Oliveirinha,010508,ADN,0.09,2
Aveiro,Aveiro,Oliveirinha,010508,MAS,0.09,2
Aveiro,Aveiro,Oliveirinha,010508,E,0.04,1
Aveiro,Aveiro,Oliveirinha,010508,MPT,0.04,1
Aveiro,Aveiro,São Bernardo,010510,PPD/PSD,36.57,1072
Aveiro,Aveiro,São Bernardo,010510,PS,32.82,962
Aveiro,Aveiro,São Bernardo,010510,IL,7.57,222
Aveiro,Aveiro,São Bernardo,010510,CH,6.99,205
Aveiro,Aveiro,São Bernardo,010510,B.E.,5.83,171
Aveiro,Aveiro,São Bernardo,010510,CDS-PP,2.90,85
Aveiro,Aveiro,São Bernardo,010510,PAN,1.74,51
Aveiro,Aveiro,São Bernardo,010510,PCP-PEV,1.30,38
Aveiro,Aveiro,São Bernardo,010510,L,1.09,32
Aveiro,Aveiro,São Bernardo,010510,R.I.R.,0.48,14
Aveiro,Aveiro,São Bernardo,010510,PCTP/MRPP,0.24,7
Aveiro,Aveiro,São Bernardo,010510,E,0.20,6
Aveir
