nivel,distrito,concelho,freguesia,dicofre
3,Évora,Estremoz,São Domingos de Ana Loura,70411
3,Évora,Estremoz,Veiros,70413
3,Évora,Estremoz,União das freguesias de Estremoz (Santa Maria e Santo André),70414
3,Évora,Estremoz,União das freguesias de São Bento do Cortiço e Santo Estêvão,70415
3,Évora,Estremoz,União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura,70416
3,Évora,Estremoz,União das freguesias do Ameixial (Santa Vitória e São Bento),70417
3,Évora,Évora,Nossa Senhora da Graça do Divor,70502
3,Évora,Évora,Nossa Senhora de Machede,70503
3,Évora,Évora,São Bento do Mato,70506
3,Évora,Évora,São Miguel de Machede,70509
3,Évora,Évora,Torre de Coelheiros,70513
3,Évora,Évora,Canaviais,70515
3,Évora,Évora,União das freguesias de Bacelo e Senhora da Saúde,70522
3,Évora,Évora,"União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão)",70523
3,Évora,Évora,União das freguesias de Malagueira e Horta das Figueiras,70524
3,Évora,Évora,União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe,70525
3,Évora,Évora,União das freguesias de São Manços e São Vicente do Pigeiro,70526
3,Évora,Évora,União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé,70527
3,Évora,Montemor-o-Novo,Cabrela,70601
3,Évora,Montemor-o-Novo,Santiago do Escoural,70605
3,Évora,Montemor-o-Novo,São Cristóvão,70606
3,Évora,Montemor-o-Novo,Ciborro,70607
3,Évora,Montemor-o-Novo,Foros de Vale de Figueira,70610
3,Évora,Montemor-o-Novo,União das freguesias de Cortiçadas de Lavre e Lavre,70611
3,Évora,Montemor-o-Novo,"União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras",70612
3,Évora,Mora,Brotas,70701
3,Évora,Mora,Cabeção,70702
3,Évora,Mora,Mora,70703
3,Évora,Mora,Pavia,70704
3,Évora,Mourão,Granja,70801
3,Évora,Mourão,Luz,70802
3,Évora,Mourão,Mourão,70803
3,Évora,Portel,Monte do Trigo,70903
3,Évora,Portel,Portel,70905
3,Évora,Portel,Santana,70906
3,Évora,Portel,Vera Cruz,70908
3,Évora,Portel,União das freguesias de Amieira e Alqueva,70909
3,Évora,Portel,União das freguesias de São Bartolomeu do Outeiro e Oriola,70910
3,Évora,Redondo,Montoito,71001
3,Évora,Redondo,Redondo,71002
3,Évora,Reguengos de Monsaraz,Corval,71102
3,Évora,Reguengos de Monsaraz,Monsaraz,71103
3,Évora,Reguengos de Monsaraz,Reguengos de Monsaraz,71104
3,Évora,Reguengos de Monsaraz,União das freguesias de Campo e Campinho,71106
3,Évora,Vendas Novas,Vendas Novas,71201
3,Évora,Vendas Novas,Landeira,71202
3,Évora,Viana do Alentejo,Alcáçovas,71301
3,Évora,Viana do Alentejo,Viana do Alentejo,71302
3,Évora,Viana do Alentejo,Aguiar,71303
3,Évora,Vila Viçosa,Bencatel,71401
3,Évora,Vila Viçosa,Ciladas,71402
3,Évora,Vila Viçosa,Pardais,71404
3,Évora,Vila Viçosa,Nossa Senhora da Conceição e São Bartolomeu,71406
3,Faro,Albufeira,Guia,80102
3,Faro,Albufeira,Paderne,80103
3,Faro,Albufeira,Ferreiras,80104
3,Faro,Albufeira,Albufeira e Olhos de Água,80106
3,Faro,Alcoutim,Giões,80202
3,Faro,Alcoutim,Martim Longo,80203
3,Faro,Alcoutim,Vaqueiros,80205
3,Faro,Alcoutim,União das freguesias de Alcoutim e Pereiro,80206
3,Faro,Aljezur,Aljezur,80301
3,Faro,Aljezur,Bordeira,80302
3,Faro,Aljezur,Odeceixe,80303
3,Faro,Aljezur,Rogil,80304
3,Faro,Castro Marim,Azinhal,80401
3,Faro,Castro Marim,Castro Marim,80402
3,Faro,Castro Marim,Odeleite,80403
3,Faro,Castro Marim,Altura,80404
3,Faro,Faro,Santa Bárbara de Nexe,80503
3,Faro,Faro,Montenegro,80506
3,Faro,Faro,União das freguesias de Conceição e Estoi,80507
3,Faro,Faro,União das freguesias de Faro (Sé e São Pedro),80508
3,Faro,Lagoa,Ferragudo,80602
3,Faro,Lagoa,Porches,80604
3,Faro,Lagoa,União das freguesias de Estômbar e Parchal,80607
3,Faro,Lagoa,União das freguesias de Lagoa e Carvoeiro,80608
3,Faro,Lagos,Luz,80703
3,Faro,Lagos,Odiáxere,80704
3,Faro,Lagos,União das freguesias de Bensafrim e Barão de São João,80707
3,Faro,Lagos,São Gonçalo de Lagos,80708
3,Faro,Loulé,Almancil,80801
3,Faro,Loulé,Alte,80802
3,Faro,Loulé,Ameixial,80803
3,Faro,Loulé,Boliqueime,80804
3,Faro,Loulé,Quarteira,80805
3,Faro,Loulé,Salir,80807
3,Faro,Loulé,Loulé (São Clemente),80808
3,Faro,Loulé,Loulé (São Sebastião),80809
3,Faro,Loulé,"União de freguesias de Querença, Tôr e Benafim",80812
3,Faro,Monchique,Alferce,80901
3,Faro,Monchique,Marmelete,80902
3,Faro,Monchique,Monchique,80903
3,Faro,Olhão,Olhão,81003
3,Faro,Olhão,Pechão,81004
3,Faro,Olhão,Quelfes,81005
3,Faro,Olhão,União das freguesias de Moncarapacho e Fuseta,81006
3,Faro,Portimão,Alvor,81101
3,Faro,Portimão,Mexilhoeira Grande,81102
3,Faro,Portimão,Portimão,81103
3,Faro,São Brás de Alportel,São Brás de Alportel,81201
3,Faro,Silves,Armação de Pêra,81303
3,Faro,Silves,São Bartolomeu de Messines,81305
3,Faro,Silves,São Marcos da Serra,81306
3,Faro,Silves,Silves,81307
3,Faro,Silves,União das freguesias de Alcantarilha e Pêra,81309
3,Faro,Silves,União das freguesias de Algoz e Tunes,81310
3,Faro,Tavira,Cachopo,81401
3,Faro,Tavira,Santa Catarina da Fonte do Bispo,81404
3,Faro,Tavira,Santa Luzia,81408
3,Faro,Tavira,União das freguesias de Conceição e Cabanas de Tavira,81410
3,Faro,Tavira,União das freguesias de Luz de Tavira e Santo Estêvão,81411
3,Faro,Tavira,União das freguesias de Tavira (Santa Maria e Santiago),81412
3,Faro,Vila do Bispo,Barão de São Miguel,81501
3,Faro,Vila do Bispo,Budens,81502
3,Faro,Vila do Bispo,Sagres,81504
3,Faro,Vila do Bispo,Vila do Bispo e Raposeira,81506
3,Faro,Vila Real de Santo António,Vila Nova de Cacela,81601
3,Faro,Vila Real de Santo António,Vila Real de Santo António,81602
3,Faro,Vila Real de Santo António,Monte Gordo,81603
3,Guarda,Aguiar da Beira,Carapito,90102
3,Guarda,Aguiar da Beira,Cortiçada,90103
3,Guarda,Aguiar da Beira,Dornelas,90105
3,Guarda,Aguiar da Beira,Eirado,90106
3,Guarda,Aguiar da Beira,Forninhos,90107
3,Guarda,Aguiar da Beira,Pena Verde,90109
3,Guarda,Aguiar da Beira,Pinheiro,90110
3,Guarda,Aguiar da Beira,União das freguesias de Aguiar da Beira e Coruche,90114
3,Guarda,Aguiar da Beira,União das freguesias de Sequeiros e Gradiz,90115
3,Guarda,Aguiar da Beira,União das freguesias de Souto de Aguiar da Beira e Valverde,90116
3,Guarda,Almeida,Almeida,90203
3,Guarda,Almeida,Castelo Bom,90207
3,Guarda,Almeida,Freineda,90209
3,Guarda,Almeida,Freixo,90210
3,Guarda,Almeida,Malhada Sorda,90213
3,Guarda,Almeida,Nave de Haver,90219
3,Guarda,Almeida,São Pedro de Rio Seco,90224
3,Guarda,Almeida,Vale da Mula,90227
3,Guarda,Almeida,Vilar Formoso,90229
3,Guarda,Almeida,"União das freguesias de Amoreira, Parada e Cabreira",90230
3,Guarda,Almeida,"União das freguesias de Azinhal, Peva e Valverde",90231
3,Guarda,Almeida,"União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela",90232
3,Guarda,Almeida,União das freguesias de Junça e Naves,90233
3,Guarda,Almeida,"União das freguesias de Leomil, Mido, Senouras e Aldeia Nova",90234
3,Guarda,Almeida,União das freguesias de Malpartida e Vale de Coelha,90235
3,Guarda,Almeida,União das freguesias de Miuzela e Porto de Ovelha,90236
3,Guarda,Celorico da Beira,Baraçal,90302
3,Guarda,Celorico da Beira,Carrapichana,90304
3,Guarda,Celorico da Beira,Forno Telheiro,90306
3,Guarda,Celorico da Beira,Lajeosa do Mondego,90307
3,Guarda,Celorico da Beira,Linhares,90308
3,Guarda,Celorico da Beira,Maçal do Chão,90309
3,Guarda,Celorico da Beira,Mesquitela,90310
3,Guarda,Celorico da Beira,Minhocal,90311
3,Guarda,Celorico da Beira,Prados,90312
3,Guarda,Celorico da Beira,Ratoeira,90314
3,Guarda,Celorico da Beira,Vale de Azares,90318
3,Guarda,Celorico da Beira,Casas do Soeiro,90322
3,Guarda,Celorico da Beira,União das freguesias de Açores e Velosa,90323
3,Guarda,Celorico da Beira,União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego,90324
3,Guarda,Celorico da Beira,"União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais",90325
3,Guarda,Celorico da Beira,União das freguesias de Rapa e Cadafaz,90326
3,Guarda,Figueira de Castelo Rodrigo,Castelo Rodrigo,90403
3,Guarda,Figueira de Castelo Rodrigo,Escalhão,90406
3,Guarda,Figueira de Castelo Rodrigo,Figueira de Castelo Rodrigo,90408
3,Guarda,Figueira de Castelo Rodrigo,Mata de Lobos,90410
3,Guarda,Figueira de Castelo Rodrigo,Vermiosa,90415
3,Guarda,Figueira de Castelo Rodrigo,"União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo",90418
3,Guarda,Figueira de Castelo Rodrigo,União das freguesias de Almofala e Escarigo,90419
3,Guarda,Figueira de Castelo Rodrigo,União das freguesias de Cinco Vilas e Reigada,90420
3,Guarda,Figueira de Castelo Rodrigo,"União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia",90421
3,Guarda,Figueira de Castelo Rodrigo,União das freguesias do Colmeal e Vilar Torpim,90422
3,Guarda,Fornos de Algodres,Algodres,90501
3,Guarda,Fornos de Algodres,Casal Vasco,90502
3,Guarda,Fornos de Algodres,Figueiró da Granja,90504
3,Guarda,Fornos de Algodres,Fornos de Algodres,90505
3,Guarda,Fornos de Algodres,Infias,90507
3,Guarda,Fornos de Algodres,Maceira,90509
3,Guarda,Fornos de Algodres,Matança,90510
3,Guarda,Fornos de Algodres,Muxagata,90511
3,Guarda,Fornos de Algodres,Queiriz,90512
3,Guarda,Fornos de Algodres,União das freguesias de Cortiçô e Vila Chã,90517
3,Guarda,Fornos de Algodres,"União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão",90518
3,Guarda,Fornos de Algodres,União das freguesias de Sobral Pichorro e Fuinhas,90519
3,Guarda,Gouveia,Arcozelo,90602
3,Guarda,Gouveia,Cativelos,90603
3,Guarda,Gouveia,Folgosinho,90605
3,Guarda,Gouveia,Nespereira,90612
3,Guarda,Gouveia,Paços da Serra,90613
3,Guarda,Gouveia,Ribamondego,90614
3,Guarda,Gouveia,São Paio,90617
3,Guarda,Gouveia,Vila Cortês da Serra,90619
3,Guarda,Gouveia,Vila Franca da Serra,90620
3,Guarda,Gouveia,Vila Nova de Tazem,90621
3,Guarda,Gouveia,União das freguesias de Aldeias e Mangualde da Serra,90623
3,Guarda,Gouveia,União das freguesias de Figueiró da Serra e Freixo da Serra,90624
3,Guarda,Gouveia,Gouveia,90625
3,Guarda,Gouveia,União das freguesias de Melo e Nabais,90626
3,Guarda,Gouveia,União das freguesias de Moimenta da Serra e Vinhó,90627
3,Guarda,Gouveia,União das freguesias de Rio Torto e Lagarinhos,90628
3,Guarda,Guarda,Aldeia do Bispo,90703
3,Guarda,Guarda,Aldeia Viçosa,90704
3,Guarda,Guarda,Alvendre,90705
3,Guarda,Guarda,Arrifana,90706
3,Guarda,Guarda,Avelãs da Ribeira,90708
3,Guarda,Guarda,Benespera,90709
3,Guarda,Guarda,Casal de Cinza,90711
3,Guarda,Guarda,Castanheira,90712
3,Guarda,Guarda,Cavadoude,90713
3,Guarda,Guarda,Codesseiro,90714
3,Guarda,Guarda,Faia,90716
3,Guarda,Guarda,Famalicão,90717
3,Guarda,Guarda,Fernão Joanes,90718
3,Guarda,Guarda,Gonçalo Bocas,90721
3,Guarda,Guarda,João Antão,90722
3,Guarda,Guarda,Maçainhas,90723
3,Guarda,Guarda,Marmeleiro,90724
3,Guarda,Guarda,Meios,90725
3,Guarda,Guarda,Panoias de Cima,90728
3,Guarda,Guarda,Pega,90729
3,Guarda,Guarda,Pêra do Moço,90730
3,Guarda,Guarda,Porto da Carne,90732
3,Guarda,Guarda,Ramela,90734
3,Guarda,Guarda,Santana da Azinha,90738
3,Guarda,Guarda,Sobral da Serra,90744
3,Guarda,Guarda,Vale de Estrela,90746
3,Guarda,Guarda,Valhelhas,90747
3,Guarda,Guarda,Vela,90748
3,Guarda,Guarda,Videmonte,90749
3,Guarda,Guarda,Vila Cortês do Mondego,90750
3,Guarda,Guarda,Vila Fernando,90751
3,Guarda,Guarda,Vila Franca do Deão,90752
3,Guarda,Guarda,Vila Garcia,90753
3,Guarda,Guarda,Gonçalo,90757
3,Guarda,Guarda,Guarda,90758
3,Guarda,Guarda,Jarmelo São Miguel,90759
3,Guarda,Guarda,Jarmelo São Pedro,90760
3,Guarda,Guarda,União de freguesias de Avelãs de Ambom e Rocamondo,90761
3,Guarda,Guarda,União de freguesias de Corujeira e Trinta,90762
3,Guarda,Guarda,"União de freguesias de Mizarela, Pêro Soares e Vila Soeiro",90763
3,Guarda,Guarda,União de freguesias de Pousade e Albardo,90764
3,Guarda,Guarda,União de freguesias de Rochoso e Monte Margarida,90765
3,Guarda,Guarda,Adão,90766
3,Guarda,Manteigas,Sameiro,90801
3,Guarda,Manteigas,Manteigas (Santa Maria),90802
3,Guarda,Manteigas,Manteigas (São Pedro),90803
3,Guarda,Manteigas,Vale de Amoreira,90804
3,Guarda,Mêda,Aveloso,90901
3,Guarda,Mêda,Barreira,90902
3,Guarda,Mêda,Coriscada,90905
3,Guarda,Mêda,Longroiva,90907
3,Guarda,Mêda,Marialva,90908
3,Guarda,Mêda,Poço do Canto,90912
3,Guarda,Mêda,Rabaçal,90914
3,Guarda,Mêda,Ranhados,90915
3,Guarda,Mêda,"Mêda, Outeiro de Gatos e Fonte Longa",90917
3,Guarda,Mêda,Prova e Casteição,90918
3,Guarda,Mêda,"União das freguesias de Vale Flor, Carvalhal e Pai Penela",90919
3,Guarda,Pinhel,Ervedosa,91009
3,Guarda,Pinhel,Freixedas,91010
3,Guarda,Pinhel,Lamegal,91012
3,Guarda,Pinhel,Lameiras,91013
3,Guarda,Pinhel,Manigoto,91014
3,Guarda,Pinhel,Pala,91015
3,Guarda,Pinhel,Pinhel,91017
3,Guarda,Pinhel,Pínzio,91018
3,Guarda,Pinhel,Souro Pires,91024
3,Guarda,Pinhel,Vascoveiro,91027
3,Guarda,Pinhel,Agregação das freguesias Sul de Pinhel,91028
3,Guarda,Pinhel,Alto do Palurdo,91032
3,Guarda,Pinhel,Alverca da Beira_Bouça Cova,91029
3,Guarda,Pinhel,Terras de Massueime,91030
3,Guarda,Pinhel,União das freguesias de Atalaia e Safurdão,91035
3,Guarda,Pinhel,Valbom_Bogalhal,91031
3,Guarda,Pinhel,Vale do Côa,91033
3,Guarda,Pinhel,Vale do Massueime,91034
3,Guarda,Sabugal,Águas Belas,91101
3,Guarda,Sabugal,Aldeia do Bispo,91102
3,Guarda,Sabugal,Aldeia da Ponte,91103
3,Guarda,Sabugal,Aldeia Velha,91106
3,Guarda,Sabugal,Alfaiates,91107
3,Guarda,Sabugal,Baraçal,91109
3,Guarda,Sabugal,Bendada,91110
3,Guarda,Sabugal,Bismula,91111
3,Guarda,Sabugal,Casteleiro,91112
3,Guarda,Sabugal,Cerdeira,91113
3,Guarda,Sabugal,Fóios,91114
3,Guarda,Sabugal,Malcata,91118
3,Guarda,Sabugal,Nave,91120
3,Guarda,Sabugal,Quadrazais,91123
3,Guarda,Sabugal,Quintas de São Bartolomeu,91124
3,Guarda,Sabugal,Rapoula do Côa,91125
3,Guarda,Sabugal,Rebolosa,91126
3,Guarda,Sabugal,Rendo,91127
3,Guarda,Sabugal,Sortelha,91133
3,Guarda,Sabugal,Souto,91134
3,Guarda,Sabugal,Vale de Espinho,91136
3,Guarda,Sabugal,Vila Boa,91138
3,Guarda,Sabugal,Vila do Touro,91139
3,Guarda,Sabugal,"União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos",91141
3,Guarda,Sabugal,União das freguesias de Lajeosa e Forcalhos,91142
3,Guarda,Sabugal,"União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba",91143
3,Guarda,Sabugal,"União das freguesias de Ruvina, Ruivós e Vale das Éguas",91144
3,Guarda,Sabugal,União das freguesias do Sabugal e Aldeia de Santo António,91145
3,Guarda,Sabugal,União das freguesias de Santo Estêvão e Moita,91146
3,Guarda,Sabugal,União das freguesias de Seixo do Côa e Vale Longo,91147
3,Guarda,Seia,Alvoco da Serra,91201
3,Guarda,Seia,Girabolhos,91205
3,Guarda,Seia,Loriga,91207
3,Guarda,Seia,Paranhos,91208
3,Guarda,Seia,Pinhanços,91209
3,Guarda,Seia,Sabugueiro,91210
3,Guarda,Seia,Sandomil,91212
3,Guarda,Seia,Santa Comba,91213
3,Guarda,Seia,Santiago,91216
3,Guarda,Seia,Sazes da Beira,91219
3,Guarda,Seia,Teixeira,91221
3,Guarda,Seia,Travancinha,91224
3,Guarda,Seia,Valezim,91225
3,Guarda,Seia,Vila Cova à Coelheira,91228
3,Guarda,Seia,União das freguesias de Carragozela e Várzea de Meruge,91230
3,Guarda,Seia,União das freguesias de Sameice e Santa Eulália,91231
3,Guarda,Seia,União das freguesias de Santa Marinha e São Martinho,91232
3,Guarda,Seia,"União das freguesias de Seia, São Romão e Lapa dos Dinheiros",91233
3,Guarda,Seia,União das freguesias de Torrozelo e Folhadosa,91234
3,Guarda,Seia,União das freguesias de Tourais e Lajes,91235
3,Guarda,Seia,União das freguesias de Vide e Cabeça,91236
3,Guarda,Trancoso,Aldeia Nova,91301
3,Guarda,Trancoso,Castanheira,91303
3,Guarda,Trancoso,Cogula,91304
3,Guarda,Trancoso,Cótimos,91305
3,Guarda,Trancoso,Fiães,91307
3,Guarda,Trancoso,Granja,91309
3,Guarda,Trancoso,Guilheiro,91310
3,Guarda,Trancoso,Moimentinha,91311
3,Guarda,Trancoso,Moreira de Rei,91312
3,Guarda,Trancoso,Palhais,91313
3,Guarda,Trancoso,Póvoa do Concelho,91314
3,Guarda,Trancoso,Reboleiro,91315
3,Guarda,Trancoso,Rio de Mel,91316
3,Guarda,Trancoso,Tamanhos,91321
3,Guarda,Trancoso,Valdujo,91325
3,Guarda,Trancoso,União das freguesias de Freches e Torres,91330
3,Guarda,Trancoso,"União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho",91331
3,Guarda,Trancoso,União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior,91332
3,Guarda,Trancoso,União das freguesias de Vale do Seixo e Vila Garcia,91333
3,Guarda,Trancoso,União das freguesias de Vila Franca das Naves e Feital,91334
3,Guarda,Trancoso,União das freguesias de Vilares e Carnicães,91335
3,Guarda,Vila Nova de Foz Côa,Almendra,91401
3,Guarda,Vila Nova de Foz Côa,Castelo Melhor,91402
3,Guarda,Vila Nova de Foz Côa,Cedovim,91403
3,Guarda,Vila Nova de Foz Côa,Chãs,91404
3,Guarda,Vila Nova de Foz Côa,Custóias,91405
3,Guarda,Vila Nova de Foz Côa,Horta,91407
3,Guarda,Vila Nova de Foz Côa,Muxagata,91410
3,Guarda,Vila Nova de Foz Côa,Numão,91411
3,Guarda,Vila Nova de Foz Côa,Santa Comba,91412
3,Guarda,Vila Nova de Foz Côa,Sebadelhe,91414
3,Guarda,Vila Nova de Foz Côa,Seixas,91415
3,Guarda,Vila Nova de Foz Côa,Touça,91416
3,Guarda,Vila Nova de Foz Côa,Freixo de Numão,91418
3,Guarda,Vila Nova de Foz Côa,Vila Nova de Foz Côa,91419
3,Leiria,Alcobaça,Alfeizerão,100102
3,Leiria,Alcobaça,Bárrio,100104
3,Leiria,Alcobaça,Benedita,100105
3,Leiria,Alcobaça,Cela,100106
3,Leiria,Alcobaça,Évora de Alcobaça,100108
3,Leiria,Alcobaça,Maiorga,100109
3,Leiria,Alcobaça,São Martinho do Porto,100112
3,Leiria,Alcobaça,Turquel,100114
3,Leiria,Alcobaça,Vimeiro,100116
3,Leiria,Alcobaça,Aljubarrota,100120
3,Leiria,Alcobaça,União das freguesias de Alcobaça e Vestiaria,100121
3,Leiria,Alcobaça,"União das freguesias de Coz, Alpedriz e Montes",100122
3,Leiria,Alcobaça,União das freguesias de Pataias e Martingança,100123
3,Leiria,Alvaiázere,Almoster,100201
3,Leiria,Alvaiázere,Maçãs de Dona Maria,100204
3,Leiria,Alvaiázere,Pelmá,100205
3,Leiria,Alvaiázere,Alvaiázere,100208
3,Leiria,Alvaiázere,Pussos São Pedro,100209
3,Leiria,Ansião,Alvorge,100301
3,Leiria,Ansião,Avelar,100303
3,Leiria,Ansião,Chão de Couce,100304
3,Leiria,Ansião,Pousaflores,100306
3,Leiria,Ansião,Santiago da Guarda,100307
3,Leiria,Ansião,Ansião,100309
3,Leiria,Batalha,Batalha,100401
3,Leiria,Batalha,Reguengo do Fetal,100402
3,Leiria,Batalha,São Mamede,100403
3,Leiria,Batalha,Golpilheira,100404
3,Leiria,Bombarral,Carvalhal,100502
3,Leiria,Bombarral,Roliça,100503
3,Leiria,Bombarral,Pó,100505
3,Leiria,Bombarral,União das freguesias do Bombarral e Vale Covo,100506
3,Leiria,Caldas da Rainha,A dos Francos,100601
3,Leiria,Caldas da Rainha,Alvorninha,100602
3,Leiria,Caldas da Rainha,Carvalhal Benfeito,100604
3,Leiria,Caldas da Rainha,Foz do Arelho,100606
3,Leiria,Caldas da Rainha,Landal,100607
3,Leiria,Caldas da Rainha,Nadadouro,100608
3,Leiria,Caldas da Rainha,Salir de Matos,100609
3,Leiria,Caldas da Rainha,Santa Catarina,100611
3,Leiria,Caldas da Rainha,Vidais,100615
3,Leiria,Caldas da Rainha,"União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório",100617
3,Leiria,Caldas da Rainha,União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro,100618
3,Leiria,Caldas da Rainha,União das freguesias de Tornada e Salir do Porto,100619
3,Leiria,Castanheira de Pêra,União das freguesias de Castanheira de Pêra e Coentral,100703
3,Leiria,Figueiró dos Vinhos,Aguda,100801
3,Leiria,Figueiró dos Vinhos,Arega,100802
3,Leiria,Figueiró dos Vinhos,Campelo,100803
3,Leiria,Figueiró dos Vinhos,União das freguesias de Figueiró dos Vinhos e Bairradas,100806
3,Leiria,Leiria,Amor,100901
3,Leiria,Leiria,Arrabal,100902
3,Leiria,Leiria,Caranguejeira,100907
3,Leiria,Leiria,Coimbrão,100909
3,Leiria,Leiria,Maceira,100913
3,Leiria,Leiria,Milagres,100915
3,Leiria,Leiria,Regueira de Pontes,100921
3,Leiria,Leiria,Bajouca,100925
3,Leiria,Leiria,Bidoeira de Cima,100926
3,Leiria,Leiria,União das freguesias de Colmeias e Memória,100932
3,Leiria,Leiria,"União das freguesias de Leiria, Pousos, Barreira e Cortes",100933
3,Leiria,Leiria,União das freguesias de Marrazes e Barosa,100934
3,Leiria,Leiria,União das freguesias de Monte Real e Carvide,100935
3,Leiria,Leiria,União das freguesias de Monte Redondo e Carreira,100936
3,Leiria,Leiria,União das freguesias de Parceiros e Azoia,100937
3,Leiria,Leiria,União das freguesias de Santa Catarina da Serra e Chainça,100938
3,Leiria,Leiria,União das freguesias de Santa Eufémia e Boa Vista,100939
3,Leiria,Leiria,União das freguesias de Souto da Carpalhosa e Ortigosa,100940
3,Leiria,Marinha Grande,Marinha Grande,101001
3,Leiria,Marinha Grande,Vieira de Leiria,101002
3,Leiria,Marinha Grande,Moita,101003
3,Leiria,Nazaré,Famalicão,101101
3,Leiria,Nazaré,Nazaré,101102
3,Leiria,Nazaré,Valado dos Frades,101103
3,Leiria,Óbidos,A dos Negros,101201
3,Leiria,Óbidos,Amoreira,101202
3,Leiria,Óbidos,Olho Marinho,101203
3,Leiria,Óbidos,Vau,101207
3,Leiria,Óbidos,Gaeiras,101208
3,Leiria,Óbidos,Usseira,101209
3,Leiria,Óbidos,"Santa Maria, São Pedro e Sobral da Lagoa",101210
3,Leiria,Pedrógão Grande,Graça,101301
3,Leiria,Pedrógão Grande,Pedrógão Grande,101302
3,Leiria,Pedrógão Grande,Vila Facaia,101303
3,Leiria,Peniche,Atouguia da Baleia,101402
3,Leiria,Peniche,Serra d'El-Rei,101405
3,Leiria,Peniche,Ferrel,101406
3,Leiria,Peniche,Peniche,101407
3,Leiria,Pombal,Abiul,101501
3,Leiria,Pombal,Almagreira,101503
3,Leiria,Pombal,Carnide,101504
3,Leiria,Pombal,Carriço,101505
3,Leiria,Pombal,Louriçal,101506
3,Leiria,Pombal,Pelariga,101508
3,Leiria,Pombal,Pombal,101509
3,Leiria,Pombal,Redinha,101510
3,Leiria,Pombal,Vermoil,101513
3,Leiria,Pombal,Vila Cã,101514
3,Leiria,Pombal,Meirinhas,101515
3,Leiria,Pombal,"União das freguesias de Guia, Ilha e Mata Mourisca",101518
3,Leiria,Pombal,União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze,101519
3,Leiria,Porto de Mós,Alqueidão da Serra,101602
3,Leiria,Porto de Mós,Calvaria de Cima,101605
3,Leiria,Porto de Mós,Juncal,101606
3,Leiria,Porto de Mós,Mira de Aire,101608
3,Leiria,Porto de Mós,Pedreiras,101609
3,Leiria,Porto de Mós,São Bento,101610
3,Leiria,Porto de Mós,Serro Ventoso,101613
3,Leiria,Porto de Mós,Porto de Mós - São João Baptista e São Pedro,101614
3,Leiria,Porto de Mós,União das freguesias de Alvados e Alcaria,101615
3,Leiria,Porto de Mós,União das freguesias de Arrimal e Mendiga,101616
3,Lisboa,Alenquer,Carnota,110106
3,Lisboa,Alenquer,Meca,110107
3,Lisboa,Alenquer,Olhalvo,110108
3,Lisboa,Alenquer,Ota,110109
3,Lisboa,Alenquer,Ventosa,110113
3,Lisboa,Alenquer,Vila Verde dos Francos,110114
3,Lisboa,Alenquer,União das freguesias de Abrigada e Cabanas de Torres,110117
3,Lisboa,Alenquer,União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha,110118
3,Lisboa,Alenquer,União das freguesias de Alenquer (Santo Estêvão e Triana),110119
3,Lisboa,Alenquer,União das freguesias de Carregado e Cadafais,110120
3,Lisboa,Alenquer,União das freguesias de Ribafria e Pereiro de Palhacana,110121
3,Lisboa,Arruda dos Vinhos,Arranhó,110201
3,Lisboa,Arruda dos Vinhos,Arruda dos Vinhos,110202
3,Lisboa,Arruda dos Vinhos,Cardosas,110203
3,Lisboa,Arruda dos Vinhos,São Tiago dos Velhos,110204
3,Lisboa,Azambuja,Alcoentre,110301
3,Lisboa,Azambuja,Aveiras de Baixo,110302
3,Lisboa,Azambuja,Aveiras de Cima,110303
3,Lisboa,Azambuja,Azambuja,110304
3,Lisboa,Azambuja,Vale do Paraíso,110306
3,Lisboa,Azambuja,Vila Nova da Rainha,110307
3,Lisboa,Azambuja,"União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa",110310
3,Lisboa,Cadaval,Alguber,110401
3,Lisboa,Cadaval,Peral,110407
3,Lisboa,Cadaval,Vermelha,110409
3,Lisboa,Cadaval,Vilar,110410
3,Lisboa,Cadaval,União das freguesias do Cadaval e Pêro Moniz,110411
3,Lisboa,Cadaval,União das freguesias de Lamas e Cercal,110412
3,Lisboa,Cadaval,União das freguesias de Painho e Figueiros,110413
